家居 	 屋顶花园 与 室内 生动 的 空间 关系 ( 图 ) 如今 ， 伴随 着 企业 在 办公 模式 、 管理 方式 ， 内部 组织 结构 的 变化 ， 对 办公 空间 也 提出 了 新 的 要求 。 设计师 认为 办公建筑 更 像是 承载 着 工作人员 活动 的 容器 ， 需要 有 充分 的 流动性 和 适应性 ， 用来 满足 不同 的 功能 的 需要 。 我们 可以 清晰 的 看见 在 空间 处理 上 ， 室内 以 规整 有序 的 建筑 结构 为 三维 框架 ， 在 立体 的 框架 中 设置 不同 的 功能 单元 ( 会议 、 办公 、 接待 等 ) ， 通过 中庭 楼梯 等 多种形式 的 交通 空间 将 其 串联 起来 。 置身 在 办公 空间 内部 的 人们 ， 在 感受 令人 愉悦 的 内部 外部 景观 的 同时 ， 也 能 感受 到 室内外 花园 、 屋顶花园 与 建筑 、 室内 生动 的 空间 关系 。 
 家居 	 空间 看起来 更加 紧凑 ( 图 ) 为了 让 宽敞 的 空间 看起来 更加 紧凑 ， 重新安排 椅子 和 沙发 的 位置 ， 远离 墙壁 可以 让 房间 看起来 更加 整齐 。 记得 留住 走动 的 空间 。 
 家居 	 空间 虽小   却 溢满 幸福感 ( 图 ) 女孩 喜欢 有 温暖 的 感觉 小 空间 ， 男孩 却 喜欢 简洁 大体 ， 二人同心 设计 的 房子 ， 既 温馨 精致 又 简约 得体 ， 空间 虽小 ， 却 溢满 幸福感 。   
 家居 	 空间设计 是 非常 重要 的 ( 图 ) 这样 一个 小厨房 ， 空间设计 是 非常 重要 的 。 家具 都 是 属于 设计 上 别出心裁 的 ， 所以 这样 的 设计 给 小户型 厨房 做 搭配 是 必不可少 的 。 
 家居 	 空间 魔法师   侧光 ( 图 ) 二 、 空间 魔法师 -- 侧光 爱情 需要 来 点 变化 ， 平淡 的 空间 如果 有 灯光 的 点缀 ， 就 如 变魔术 ， 充间 惊奇 ， 在 侧光 映照 下 ， 空间 会 较 有 立体感 ， 充满 生命 美感 ， 如果 房中 有花 及 小 饰物 ， 藉 著 光影 可 增加 空间 的 深度 ， 让 整个 环境 充满 “ 浪漫 ” 魔力 ， 让 人 不 自觉 温柔 电力 大增 ， 让 空间 的 爱情 魔力 , 全部 释放出来 。 
 家居 	 穿越 时光 寻找 爱 的 居住地 ( 图 ) 芙蓉姐姐 ， 又名 火冰 可儿 ， 清水 芙蓉 ， 水媚 妖姬 ， 黑桃 皇后 ， 其 人 最早 出现 在 水木清华 、 北大 未名 和 MOP 网站 上 ， 由于 其 经常 在 网上 贴 自己 的 照片 ， 成为 了 网络 人气 火爆 MM   。 
 家居 	 突出 的 特点 是 线条 简洁 ( 图 ) 这种 家居 风格 最 突出 的 特点 是 线条 简洁 ， 弯曲 ， 材料 与 图案 完整 。 色彩 以 中性 、 淡色 为主 ， 有时 会 有 一二个 非常 明亮 的 点缀 色 。 不要 流行 ， 只要 个性 ， 是 现代 风格 最 突出 的 主张 。 
 家居 	 突出重点   做 客厅 的 主角 ( 图 ) 摆放 ： 突出重点 ， 做 客厅 的 主角 沙发 和 茶几 ， 毫无疑问 是 客厅 的 主角 ， 一定 要 结合 客厅 的 实际 情况 来 进行 摆放 才 能够 完整 展示 出 它 的 美 。   
 家居 	 窄小 的 空间 内 使用 落地窗 ( 图 ) 小 空间 大 视角 。 窄小 的 空间 内 使用 落地窗 ， 让 户外 的 风景 一览无遗 。 褐色 的 皮椅 和 亚麻 面料 的 床单 与 绿色 的 墙体 形成 呼应 ， 营造 出 紧凑 感 。 
 家居 	 窗外 春夏秋冬   一切都是 自然 随意 ( 图 ) 窗前 ， 没有 过多 装饰 ， 连 窗套 ， 也 是 简单 的 一块 板 ， 再刷 上 一层 白漆 。 插花 的 瓶子 是 上 回 和 朋友 K 歌时 ， 喝 剩下 的 ， 觉得 还 算 漂亮 ， 就 带回 了 家 。 四朵 色彩 太阳 花 ， 将 白昼 所有 的 喧哗 浮土 都 埋藏 其中 。 不管 窗外 春夏秋冬 ， 一切都是 自然 随意 的 。   
 家居 	 窗帘 也 应该 拥有 冬夏 装之分 ( 图 ) 季节 更替 ， 窗帘 也 应该 拥有 冬夏 装之分 ， 寒冷 的 冬天 ， 厚重 的 窗帘 可以 在 视觉 和 感觉 上令 温暖 指数 大大增加 。 在 影音 室 ， 厚重 的 窗帘 要 同时 承担 遮光 和 吸音 的 任务 ， 阻隔 外面 的 噪音 ， 同时 令 室内 音效 更好 。   
 家居 	 窗帘 可以 选择 深棕色 ( 图 ) 窗帘   在 秋日 系 的 居室 里面 ， 窗帘 可以 选择 深棕色 ， 但 在 面料 上要 注意 。 绝对 的 春色 平纹 步 显得 空间 没有 精神 ， 带有 凹凸 花纹 的 密 织布 和 天鹅绒 是 不错 的 选择 。 
 家居 	 窗帘 屏障   藏 你 想 藏 ( 组图 ) 现如今 ， 窗帘 保护 隐私 的 功能 得到 拓展 ， 成为 家里 的 隔断 或是 屏障 ， 起到 了 很 好 的 藏 “ 拙 ” 效果 。 它 轻盈 飘逸 ， 姿态 婆娑 ， 随风 舞动 ， 勾 人 心弦 。 
 家居 	 窗帘布 来 遮挡 餐具 杂物 ( 图 ) 下方 的 橱柜 处 ， 可以 适当 添加 一块 窗帘布 来 遮挡 餐具 杂物 。 如果 家中 有 孩子 或 宠物 ， 适当 的 分割 非常 必要 。 
 家居 	 窗帘布 艺是 装饰 的 主角 ( 图 ) 对于 精装 的 房子 ， 窗帘布 艺是 装饰 的 主角 ， 纯 装饰 的 窗帘 ， 不用 过多 考虑 面料 种类 ， 只要 与 家里 装饰 搭配 好 即可 。 有 的 窗户 ， 纯粹 为了 透光 ， 窗形 不 好看 ， 还 可以 通过 窗帘 来 修正 。 
 家居 	 窗帘 艺术   温馨 饰家 ( 组图 ) 温馨 舒适 的 窗帘 可 为 卧室 营造 出 浪漫气息 ， 在 夏日 散发出 温暖 ， 任 窗外 冰天雪地 也 与 房内 的 人 无关 。 它 简约 的 设计 也 越来越 受到 追求 时尚 小资 们 的 喜爱 。 
 家居 	 窗户 过小宜 安装 升降 帘 ( 图 ) 5 、 窗户 过小宜 安装 升降 帘 卧室 窗户 比较 小 ， 安装 厚质 面料 的 落地 窗帘 ， 会 产生 笨重 ， 累赘 的 视觉效果 。 因而 ， 最好 安装 升降 帘 ， 罗马 帘 等 。   
 家居 	 立面 的 构成 方式 可以 有 多种 选择 ( 图 ) 立面 的 构成 方式 可以 有 多种 选择 ， 不过 我们 建议 你 避免 使用 大量 锐角 做 墙面 、 天花 等 处 的 装饰 构成 ， 因为 其 不仅 可能 会 有 安全隐患 ， 还 可能 对 人 的 情绪 造成 影响 。 另外 ， 立体 构成 方式 的 深度 要 保持 适度 ， 适当 的 深度 可以 使得 某类 立面 构成 变为 储物 、 装饰 的 多功能 元素 ， 而 深度 过大 却 可能 浪费 空间 ， 过 浅 的 深度 设置 则 会 损失 实用性 ， 只能 单纯 用于 装饰 。 
 家居 	 竖起 一面 好墙 的 前后 打点 ( 图 ) 竖起 一面 好墙 的 前后 打点 1 、 年轻人 的 家庭 ， 电视墙 墙体 的 主色调 可用 橙色 、 天蓝色 、 紫色 等 亮丽 色彩 。 多用 两种 对比 强烈 的 色彩 搭配 会 十分 现代 活泼 ， 多 参考 一些 色彩 组合 吧 。 
 家居 	 章子怡 VS 酒井法子   青色 家居 两重天 ( 组图 ) 青色 家居   代表 星座 ： 水瓶座 水瓶 的 性格 其实 是 12 个 星座 中 最 难测 的 一个 ， 冬天 生辰 在 水瓶座 的 人 ， 内心 像 寒冬 一样 冰冷 。 是 神秘主义 者 。 有 天生 的 理性 了解 人类 内心 的 本性 ， 同时 拥有 高度 的 容忍 力 ， 富于 研究 精神 ， 喜爱 一切 新颖 的 东西 ， 能 接受 新 的 发现 。 本来 作为 天空 的 被 守护者 ， 水瓶 的 颜色 应该 是 天蓝 。 可是 他们 最后 确 选择 了 青色 ， 一方面 表现 了 瓶子 们 的 叛逆 ， 隐含 了 他们 在 自由 ( 蓝色 ) 和 智慧 ( 绿色 ) 之间 的 摇摆不定 。 奇迹 的 青色 — 巨星 章子怡 章子怡 无疑 是 一个 奇女子 ， 她 已经 成为 最具 知名度 的 亚洲 女艺人 ， 她 的 成功 伴随 着 很多 的 非议 ， 很多 人 不 喜欢 她 。 但是 她 是 个 聪明 的 人 ， 非常 了解 自己 想要 的 是 什么 ， 并且 就 像 水瓶座 的 特性 一样 ， 顽固 得 不 容易 改变 自己 的 意见 或 主张 ， 忠于 自己 的 信念 ， 坚持到底 。 所以 她 可以 成为 国际 巨星 ， 可以 成为 好莱坞 亚洲 女星 的 代表 。 青色 就是 以 春天 、 生命 的 象征 出现 在 人们 生活 中 的 ， 也 只有 青色 能 代表 子怡 的 梦想 。 
 家居 	 章子怡 凭 海临风 享受 惬意 生活 ( 图 ) 章子怡 凭 海临风 享受 惬意 生活 马里 布 更 出名 的 是 温暖 怡人 的 沙滩 ， 马里 布 州立 公园 、 圣莫卡 国家 娱乐区 、 卡特 丽娜 岛 和 帕罗 维德 半岛 等 也 是 风景 宜人 的 好 地方 。 从 50 年代 起 ， 马布里 曾 是 多部 美国 电影 的 拍摄地 ， 今天 ， 这里 居住 着 大量 好莱坞 的 超级 巨星 ， 而 亿万富豪 、 章子怡 的 男友 也 将 家安 在 了 这里 。 
 家居 	 童话般 纯美 的 40 平米 小 复式 家 ( 组图 ) 这是 女生 看到 都 会 爱 上 的 家居 ， 精致 梦幻 ， 每一处 都 透 着 童话般 的 纯美 ， 而 不 大 的 空间 足够 温暖 ， 如 一处 港湾 ， 停泊 最 柔软 的 心灵 。 
 家居 	 竹节 手柄 配合 清新 的 绿色 茶壶 ( 图 ) 竹节 手柄 配合 清新 的 绿色 茶壶 ， 在 红色 背景 衬托 下 ， 让 东方 的 釉色 更显 清爽 自然 。 
 家居 	 笨拙 可爱 的 小牛 造型 ( 图 ) 装修 看厌 了 ， 想要 更换 ， 可是 不 容易 ; 要 跳出 沉闷 的 情绪 ， 其实 并不需要 刻意 地 把 房子 全部 翻新 。 零零碎碎 的 小物 ， 得意 可爱 的 造型 ， 缤纷 亮丽 的 颜色 ， 就 能 令 你 把 所有 的 烦闷 抛 诸脑 后 ， 拥有 一个 截然不同 的 心情 。 现在 ， 就让 记者 带 你 到 位于 李宁 体操 学校 对面 的 一间 小店 ， 体验 精灵 小物 给 家居 带来 的 乐趣 吧 。 
 家居 	 简便 制造 出 二人 世界 的 效果 ( 图 ) 为了 快速 简便 制造 出 二人 世界 的 效果 ， 在 不同 的 空间 都 有 不 一样 的 小窍门 ， 可以 在 餐厅 里 布置 一张 异国 乡村 的 餐桌 ， 也 可以 在 卧室 里 增加 一些 珠帘 、 纱幔 … … 从 细节 出发 ， 来 一些 小 创意 ， 让 家中 的 每 一个 角落 都 弥漫着 爱 的 气息 。   
 家居 	 简化 设计 构想 的 木制 菱形 灯 ( 图 ) 当 环保 风潮 全球 盛行 时 ， 灯罩 也 成为 设计师 喜欢 改造 的 一部分 — — 运用 当地 素材 ， 避免 运输 途中 的 成本 ； 简化 的 设计 构想 ， 减少 用料 浪费 这些 都 是 节能 减碳 的 极好 示范 。 这盏 菱形 的 灯具 便是 如此 — — 它 的 灯罩 全部 由 木条 拼接 ， 打开 灯后 ， 灯泡 的 热量 会 逐渐 增加 ， 灯罩 就 会 像 植物 开花 一样 慢慢 打开 ， 充满 了 美感 。   当 环保 风潮 全球 盛行 时 ， 灯罩 也 成为 设计师 喜欢 改造 的 一部分 — — 运用 当地 素材 ， 避免 运输 途中 的 成本 ； 简化 的 设计 构想 ， 减少 用料 浪费 这些 都 是 节能 减碳 的 极好 示范 。 这盏 菱形 的 灯具 便是 如此 — — 它 的 灯罩 全部 由 木条 拼接 ， 打开 灯后 ， 灯泡 的 热量 会 逐渐 增加 ， 灯罩 就 会 像 植物 开花 一样 慢慢 打开 ， 充满 了 美感 。   
 家居 	 简单 但 实用   率性 而 舒适 ( 图 ) 日式 风格 的 家装 ， 简单 但 实用 ， 率性 而 舒适 ， 来 这里 领略 真实 的 日式 风格 。 
 家居 	 简单 升级   重塑 露台 ( 组图 ) 8 月 正是 我们 享受 户外 生活 ， 亲近 自然 的 黄金 时节 ， 只要 有 一方 户外 天地 ， 无论 它 是 面积 不大 的 露台 ， 还是 一处 在你看来 形状 蹩脚 ， 难以 利用 花园 ， 只要 合理 规划 ， 都 能 变成 户外 天堂 ！ 看看 下面 的 两个 案例 ， 一定 能 为 您 的 露台 打造 带来 一些 启发 ！ 
 家居 	 简单 的 壁橱 和 文件柜 ( 图 ) 简单 的 壁橱 和 文件柜 成为 房间 存储 和 展示 的 空间 。 室内 粉刷 ： 如果 要 粉刷 地下室 ， 需要 选择 快干 的 、 无味 的 、 防潮 的 涂料 。 防潮 的 涂料 可以 防止 发霉 。 如果 你 的 墙壁 情况 很 不好 ， 最好 选择 亚光 漆来 做 遮掩 。 在 开始 粉刷 之前 ， 把 墙壁 清理 干净 ， 然后 晾干 。 在 正式 开始 粉刷 色彩 之前 ， 最好 先 涂上一层 底漆 。 底漆 粉刷 ： 底漆 就 像妆容 中 的 粉底 ， 使彩漆 更 容易 上色 和 保留 ， 也 可以 防止 因 潮湿 出现 斑点 。 在 购买 底漆 之前 ， 要 看好 标签 ， 选择 适合 你 要 涂刷 的 材质 ， 比如 木质 、 瓷砖 等等 。 地板 粉刷 ： 地板漆 需要 坚固耐用 ， 可以 承受 重物 挤压 、 摩擦 ， 要 适用 于 大理石 和 木板 。 地板漆 可以 是 水剂 的 ， 也 可以 是 溶剂 的 ， 最好 采用 低调 颜色 。   
 家居 	 简单 的 爱   自由 的 爱 ( 图 ) 家 ， 却 很 好 的 诠释 了 自由 意志 ， 没有 任何 形式 的 约束 ， 一切 的 来源 只 为 自由 的 表达 。 简单 的 爱 、 自由 的 爱 ， 不 因为 世俗 的 要求 而 妥协 ， 让 你 安静 的 沉浸 在 自己 的 世界 里 。 曾经 的 家 的 餐桌椅 、 茶几 ..... 不想 为了 所谓 风格 的 统一 而 舍弃 ， 根据 自己 的 预算 控制 、 根据 自己 的 使用 感觉 ， 想 保留 就 保留 下来 。 一切 不 刻意 而 为 ， 一切 又 似 刻意 而 为 ........ 
 家居 	 简单 的 红花 背景墙 ( 图 ) 卧室 不 一定 要 多么 富丽 奢华 ， 简单 的 红花 背景墙 给 人 感到 艺术 气息 的 存在 。 
 家居 	 简单 的 艺术品 ( 图 ) 简单 的 艺术品 让 自己 也 成为 一个 艺术家 ， 在 两个 油画 板上 用 油漆刷 出 一些 简单 的 图案 ， 即使 是 一个 条纹 也 可以 ， 不要 看 它们 看似 简单 ， 其实 可以 给 我们 的 家 带来 新 的 色彩 ， 就 这样 的 抽象 艺术品 就 能 给 家里 增色 不少 呢 。   
 家居 	 简单 的 设计 来 满足 业主 的 需求 ( 图 ) 因为 房子 不 大 ， 家中 的 人口 也 不 多 ， 业主 要求 将 餐厅 区域 做 小 ， 但 同时 也 希望 美观 。 在 经过 不断 讨论 后 ， 最红 选择 了 最 简单 的 设计 来 满足 业主 的 需求 。 小小的 厨房 看上去 很 别致 。 
 家居 	 简单 的 陶瓷 花瓶 ( 图 ) 简单 的 陶瓷 花瓶 ， 更能 突出 每 朵花 的 美丽 。 如果 是 用 在 餐桌上 ， 可以 用 五颜六色 的 鲜花 ， 来 营造 出 百花盛开 的 场面 。 光滑 有 光泽 的 陶瓷 ， 反射 出 的 光芒 ， 也 让 鲜花 更加 闪亮 夺目 。 
 家居 	 简单 而 中性 的 风格 设计 ( 图 ) 白色 的 书柜 ， 黑色 的 椅子 ， 简单 而 中性 的 风格 设计 ， 书架上 的 书籍 为 空间 增添 了 明快 的 色彩 。 主人 心得 ： 1 .   巨大 的 储物 空间 对于 一个 简约 风格 的 家 来说 是 至关重要 的 。 2 .   一件 大型 的 装饰物 或 油画 作品 往往 会令 空间 显得 更为 宽敞 ， 能够 有效 增加 空间感 。 3 .   暖色调 的 织物 在 视觉 上 体现 出 华丽 感 。 4 .   宽敞 的 空间 窗帘 也 是 越大越 好 ， 大面积 的 织物 尤其 是 浅色 调会 使 房间 看起来 更加 宽敞 。 5 .   整个 房子 内 地板 颜色 保持 相同 ， 这样 可以 使 每个 区域 之间 产生 一种 连贯性 。 
 家居 	 简洁 大方 的 指导思想 ( 图 ) 布局 在 简洁 大方 的 指导思想 下 ， 采取 “ L ” 形 布局 ， 空间 分割 上 打破 了 卫浴 过分 封闭 的 私密 形式 ; 方正 而 宽大 的 浴缸 摆放 在 窗户 的 正下方 ， 储物架 对称 地 竖立 在 盥洗台 两边 ， 以 一种 质朴 、 亲切 的 姿态 展现 着 骨子里 的 高雅 。 家具 自然主义 风格 的 浴室 之中 ， 家具 造型 无论是 敦实 厚重 ， 还是 轻盈 灵巧 ， 甚至 朴实无华 都 好 ， 实木 是 无可替代 的 首选 材质 。 因为 是 浴室 ， 总会 有些 潮气 ， 所以 一定 要 在 开始 时 就 注意 选用 经过 防潮 处理 的 家具 ， 以免 后患 。 
 家居 	 简洁 明快 又 极富 优雅 利落 的 气息 ( 图 ) 毫无疑问 ， 黑色 与 白色 是 永恒 的 经典 ， 它们 永远 简洁 明快 又 极富 优雅 利落 的 气息 。 有本 关于 时尚 的 书上 说 ， 简单 的 永远 是 最美 的 。 黑白 系 家居 也 不 例外 ， 它令家 充满 了 现代 的 时尚 感 ， 无论是 以 黑色 为主 色调 还是 以 白色 为主 色调 又 或者 二者 统一 结合 ， 无论是 哪 一种 ， 都 会 有 意想不到 的 精致 体验 。 
 家居 	 简洁 流畅 的 烧烤 架 ( 图 ) 简洁 流畅 的 烧烤 架 ， 支撑 脚 暗示 烧烤 的 环境 ， 充满 幽默感 。 
 家居 	 简洁 的 主墙 贴近 窗边 ( 图 ) 玄关 、 餐厅 、 客厅 形成 开放式 互 紧密 的 公共 区域 ; 玄关 地面 使用 高贵 大理石 铺设 ; 绵密 的 方格 纹理 与 客厅 形成 区隔 ， 带来 独立 的 空间感 。 简洁 的 主墙 贴近 窗边 ; 面海 的 景观 ， 透过 轻盈 的 窗纱 为 室内 带来 视野 的 延伸 。 对应 全室 华贵 宫风 的 艺术 气息 ， 厅 内 特别 依 空间 比例 搭配 姿态 优美 的 纯手工 订 ? ? 俱 ， 极尽 瑰丽 细腻 的 工笔 。 主墙 柜体 精选 黑云 石 ? 面 ， 对称 两端 方柱 底部 的 玻璃 马赛克 ， 仔细 拼出 完整 而 连续 的 肌理 ， 连贯 一气呵成 的 气势 。 
 家居 	 简洁 的 家居设计 ( 图 ) 前 两年 喜欢 在 家里 做 一些 复杂 造型 的 装修 方式 已经 逐渐 被 人们 所 抛弃 。 简洁 的 家居设计 可以 使 房间 显得 通透 、 明亮 、 宽敞 ， 受到 了 人们 的 青睐 。 而 “ 轻 装修 ， 重 装饰 ” 潮流 愈演愈烈 ， 使 家居饰品 的 种类 琳琅满目 ， 设计师 和 普通 消费者 都 喜欢 上 了 用 个性 饰品 来 装扮 房间 甚至 是 改变 家居 风格 。 
 家居 	 简洁 的 线条   无障碍 透明 设计 ( 图 ) 简洁 的 线条 ， 无障碍 透明 设计 ， 将 心灵 的 放松 带到 了 这个 空间 ， 即便 在 繁华 的 都市 也 拥有 一个 不羁 的 自由空间 。   
 家居 	 简洁 高雅 罗马 帘 ( 图 ) 简洁 高雅 罗马 帘 剪裁 简单 ， 与 窗 体贴 合 自然 的 罗马 帘 适合 设计 简洁 的 浴室 。 底部 的 波浪式 曲线 增添 了 室内 的 雅致 氛围 ， 窗帘 的 颜色 与 墙壁 的 颜色 浑然一体 。 
 家居 	 简约 主义 和 实用主义 ( 图 ) 简约 主义 和 实用主义 提倡 线条 和 几何 形状 ， 于是 无论 在 书房 家具 的 造型 还是 风格 上 都 体现 出 时尚 、 现代 、 简约 、 轻便 的 感觉 。 一盏 细脚 的 落地 台灯 ， 一张 带 着 滑轮 的 电脑 椅 ， 一张 小 书桌 已 是 书房 中 完美 的 装备 。   
 家居 	 简约 复式   黑白 红灰 的 绝色 搭配 ( 组图 ) 如果 你 是 个 时尚 达 人 ， 你 的 家 要酷 一点 还是 潮 一点 ？ 看看 设计师 用 黑白 红灰 四色 巧妙 搭配 ， 让 你 的 家 有 型 起来 ！ 
 家居 	 简约 客厅 给 你 不 一样 的 感觉 ( 图 ) 混 搭 简约 风格 ， 入住 半年 后 的 照片 ， 希望 大家 喜欢 ！ ~ ~ ~ ~ ~ 
 家居 	 简约 欧式 庄重 大气 的 风格 ( 图 ) 设计 效果图 ： 主人 是 政府 官员 ， 喜欢 庄重 大气 的 风格 ， 因此 选择 了 简约 欧式 作为 装修 的 主题 。 简约 欧式 对 房型 的 一个 重要 要求 是 ， 空间 要 尽可能 足够 开阔 宽敞 。 而 这套 大房子 的 总面积 在 200 平米 左右 ， 正好 满足 了 这个 条件 。 客厅 ： 客厅 的 主色调 为 柔和 的 浅 金色 ， 凸显 贵气 ， 却 并 不过 于 耀眼 ， 所谓 的 低调 奢华 也 就是 这样 了 。 客厅 里 装修 的 花样 并不多 ， 吊顶 只是 简单 处理 ， 地砖 的 铺法 也 很 常规 ， 甚至 连 电视 背景墙 和 沙发 背景墙 的 造型 也 相当 简约 。 电视 背景墙 用 的 是 大理石 石材 ， 中间 镶 了 三道 不锈钢 条 ， 设计师 说 这种 “ 硬梆梆 ” 的 质感 非常 有助于 打造 客厅 的 豪华 品质 。 此处 也 是 唯一 用到 大理石 材做 装饰 的 地方 ， 地面 用 的 全都 是 陶瓷 瓷砖 而 不是 大理石 ， 设计师 说 这 是因为 考虑 到 大理石 对 人体 有 一定 的 辐射 ， 因此 尽量少 用 。 沙发 背景墙 用 的 是 和 电视 背景墙 颜色 相 呼应 的 壁纸 ， 用 木条 做 了 简单 的 线条 造型 。 它 和 电视 背景墙 之间 即 是 色彩 上 的 呼应 ， 也 是 材质 上 的 对比 。 
